,LONGITUDE,LATITUDE,ADDRESSBLOCKHOUSENUMBER,EST_ORIGINAL_COMPLETION_DATE,STATUS,LANDYADDRESSPOINT,PHOTOURL,DESCRIPTION,NAME,ADDRESSTYPE,HUP_COMPLETION_DATE,LANDXADDRESSPOINT,ADDRESSSTREETNAME,ADDRESSPOSTALCODE,ADDRESS_MYENV,INC_CRC,FMEL_UPD_D,APPROXIMATE_GFA,AWARDED_DATE,ADDRESSBUILDINGNAME,IMPLEMENTATION_DATE,CLEANINGSTARTDATE,INFO_ON_CO_LOCATORS,CLEANINGENDDATE,RNR_STATUS
96,103.764264410293,1.3037819726711,726,29/11/1980,Existing,31791.21,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155262246.jpg,HUP Standard Upgrading,Clementi West Street 2 Blk 726,I,26/11/2009,20314.9,Clementi West Street 2,120726,"Blk 726, Clementi West Street 2, Singapore 120726",3B5F054B978C6724,20210330151704,,,,,,,,
97,103.800362825517,1.3068922760844,31,1965,Existing,32135.05,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167388780.jpg,HUP Rebuilding,Commonwealth Crescent Market,I,18/8/2004,24332.33,Commonwealth Crescent,149644,"31, Commonwealth Crescent, Singapore 149644",35C408FD964DAE7E,20210330151704,3040.58,,,,,,,
98,103.797875477439,1.29971330531884,1A/2A/3A,16/11/1981,Existing,31341.24,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/commonwealth.jpg,HUP Standard Upgrading,Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),I,15/1/2010,24055.5,Commonwealth Drive,141001,"Blk 1A/ 2A/ 3A, Commonwealth Drive, Singapore 140001/140002/140003",B823DC77E8881910,20210330151704,,,,,,,,
99,103.90182514721,1.30941418731185,271,1974,Existing,32413.99,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155459807.jpg,HUP Standard Upgrading,Dunman Food Centre,I,3/12/2002,35624.14,Onan Road,424768,"271, Onan Road, Singapore 424768",5924E48967AD2F1B,20210330151704,984,,,,,,,
100,103.935016747249,1.30668431820832,1220,1978,Existing,32112.260000000002,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155504536.jpg,HUP Rebuilding,East Coast Lagoon Food Village,I,10/12/2003,39318.07,East Coast Parkway,468960,"1220, East Coast Parkway, Singapore 468960",1D6E51B459D243DC,20210330151704,3600.16,,,,,,,
101,103.805636386821,1.31624573118373,7,26/3/1976,Existing,33169.3,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152572393.jpg,HUP Standard Upgrading,Empress Road Blk 7 (Empress Road Market and Food Centre),I,2/12/2008,24919.24,Empress Road,260007,"Blk 7, Empress Road, Singapore 260007",2DAAEFC79D87F782,20210330151704,,,,,,,,
102,103.904260878989,1.32033178221424,4A,7/7/2000,Existing,33621.21,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267873497497.jpg,HUP Standard Upgrading,Eunos Crescent Blk 4A,I,30/3/2012,35895.18,Eunos Crescent,402004,"Blk 4A, Eunos Crescent, Singapore 402004",E0DC5CBB9268718E,20210330151704,,,,,,,,
103,103.870004415152,1.32146226027018,69,16/1/1974,Existing,33746.13,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-69-geylang-bahru.jpg,Opted out of HUP,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),I,,32082.77,Geylang Bahru,330069,"Blk 69, Geylang Bahru, Singapore 330069",1CDA71371CC2DA75,20210330151704,,,,,,,,
104,103.898224315881,1.3167281476983,,3/7/2009,Existing,33222.72,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155542468.jpg,HUP Rebuilding,Geylang Serai Market,I,3/7/2009,35223.38,Geylang Serai,402001,"1, Geylang Serai, Singapore 402001",A247BF61FBD3E2E3,20210330151704,11534.9,,,,,,,
105,103.788230657145,1.31099627311591,20,24/1/1977,Existing,32588.87,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848628803.jpg,Opted out of HUP,Ghim Moh Road Blk 20,I,,22982.14,Ghim Moh Road,270020,"Blk 20, Ghim Moh Road, Singapore 270020",8A5C1B47E9725C03,20210330151704,,,,,,,,
106,103.863883249985,1.30287548090781,505,1975,Existing,31690.89,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155571228.jpg,HUP Standard Upgrading,Golden Mile Food Centre,I,4/7/2002,31401.57,Beach Road,199583,"505, Beach Road, Singapore 199583",68D2109268BB12D3,20210330151704,6249.229,,,,,,,
107,103.895609494855,1.3151420505272,13/14,30/7/1977,Existing,33047.33,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848993155.jpg,HUP Reconfiguration,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),I,4/8/2010,34932.38,Haig Road,430013,"Blk 13/14, Haig Road, Singapore 430013/430014",110148A54339D2AF,20210330151704,,,,,,,,
108,103.829626834637,1.28797543998733,22A/B,16/11/1969,Existing,30043.3,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152823428.jpg,HUP Standard Upgrading,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),I,27/4/2007,27589.14,Havelock Road,161022,"Blk 22A/B, Havelock Road, Singapore 161022/162022",1CFBA3CBF816CC4F,20210330151704,,,,,,,,
109,103.792773765463,1.30811775909823,44,31/1/1999,Existing,32270.57,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849222112.jpg,HUP Standard Upgrading,Holland Drive Blk 44 (Holland Drive Market and Food Centre),I,31/3/2014,23487.74,Holland Drive,270044,"Blk 44, Holland Drive, Singapore 270044",A15ED2B9E5ED3A17,20210330151704,,,,,,,,
110,103.794862936127,1.31090802808558,1,Pre-War,Existing,32579.100000000002,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267415509849.jpg,HUP Rebuilding,Holland Village Market and Food Centre,I,12/12/2005,23720.25,Lorong Mambong,277700,"1, Lorong Mambong, Singapore 277700",69A5ED12F17FF1A2,20210330151704,1512.38,,,,,,,
111,103.890081064953,1.35383739101169,105,30/6/1982,Existing,37326.05,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901634108.jpg,HUP Rebuilding,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),I,11/11/2005,34317.020000000004,Hougang Ave 1,530105,"Blk 105, Hougang Ave 1, Singapore 530105",47665F14287E07ED,20210330151704,,,,,,,,
112,103.885977616903,1.35911942212642,209,30/9/1983,Existing,37910.1,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849628846.jpg,HUP Standard Upgrading,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),I,24/1/2011,33860.340000000004,Hougang Street 21,530209,"Blk 209, Hougang Street 21, Singapore 530209",5F6AEDB798290159,20210330151704,,,,,,,,
113,103.88394058022,1.30241881353449,4A,3/1/1969,Existing,31640.43,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874223880.jpg,HUP Standard Upgrading,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),I,16/2/2012,33633.770000000004,Jalan Batu,432004,"Blk 4A, Jalan Batu, Singapore 432004",551478E060A1C8F0,20210330151704,,,,,,,,
114,103.826013285715,1.28000481198881,112,1/1/1969,Existing,29161.95,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874698833.jpg,HUP Standard Upgrading,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),I,28/11/2013,27186.98,Jalan Bukit Merah,160112,"Blk 112, Jalan Bukit Merah, Singapore 160112",F6CA40B9C5AB229D,20210330151704,,,,,,,,
115,103.808127999318,1.28695275198944,6,11/10/1974,Existing,29930.23,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267760203.jpg,HUP Reconfiguration,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),I,11/8/2006,25196.5,Jalan Bukit Merah,150006,"Blk 6, Jalan Bukit Merah, Singapore 150006",D9BD256FB27FC06C,20210330151704,,,,,,,,
116,103.839945947186,1.28823055540002,1,21/1/1969,Existing,30071.510000000002,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874440744.jpg,HUP Standard Upgrading,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),I,4/10/2010,28737.57,Jalan Kukoh,161001,"Blk 1, Jalan Kukoh, Singapore 161001",8943084A1D332148,20210330151704,,,,,,,,
117,103.731579747132,1.34531247026793,347,17/10/1984,Existing,36383.57,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275537901886.jpg,HUP Standard Upgrading,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),I,31/12/2002,16677.58,Jurong East Ave 1,600347,"Blk 347, Jurong East Ave 1, Singapore 600347",6C864243CCBEA1C0,20210330151704,,,,,,,,
118,103.737781231485,1.34344213770991,254,30/4/1983,Existing,36176.73,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167615307.jpg,HUP Reconfiguration,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),I,5/7/2006,17367.73,Jurong East Street 24,600254,"Blk 254, Jurong East Street 24, Singapore 600254",037A6F1E0D6FBE79,20210330151704,,,,,,,,
119,103.697404254467,1.3412597060095,50,28/7/2017,Under Construction,35935.62,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/jurong-west-hawker-centre.jpg,New Centre,Jurong West Hawker Centre,,,12874.19,Jurong West Street 61,648202,"Blk 50, Jurong West St 61, Singapore 648202",A85BCE9D8344CCD9,20210330151704,2987,23/9/2015,Jurong West Hawker Centre,15/10/2015,,,,
120,103.71844754363,1.34964224318434,505,16/1/1985,Existing,36862.4,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155040710.jpg,HUP Standard Upgrading,Jurong West Street 52 Blk 505,I,2/1/2009,15216.130000000001,Jurong West Street 52,640505,"Blk 505, Jurong West Street 52, Singapore 640505",0AE38DCCD1264CB7,20210330151704,,,,,,,,
121,103.884130183315,1.30739616009942,17,1959,Existing,32190.8,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155698415.jpg,HUP Standard Upgrading,Kallang Estate Fresh Market and Food Centre,I,31/10/2003,33654.86,Old Airport Road,397972,"17, Old Airport Road, Singapore 397972",2F0C253383E628A3,20210330151704,2629.19,,,,,,,
122,103.800696448529,1.43993283228134,676,8/5/2017,Existing (new),46846,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/kampung-admiralty-hawker-centre.jpg,New Centre,Kampung Admiralty Hawker Centre,,,24369.66,Woodlands Drive 71,730676,"Blk 676, Woodlands Drive 71, Singapore 730676",8E56FA1F3FFB53FC,20210330151704,3440,17/10/2014,Kampung Admiralty,1/4/2014,,studio apartments/supermarket/shops/specialist centre/senior care centre/child care centre/senior activity centre,,
123,103.906338526157,1.30228513841822,84,23/8/1976,Existing,31625.71,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267875360164.jpg,Opted out of HUP,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),I,,36126.46,Marine Parade Central,440084,"Blk 84, Marine Parade Central, Singapore 440084",069C7A0A2A7BDE00,20210330151704,,,,,,,,
124,103.915761950557,1.30577514781108,50A,3/3/1975,Existing,32011.65,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153165514.jpg,HUP Standard Upgrading,Marine Terrace Blk 50A (50A Marine Terrace),I,22/12/2008,37175.19,Marine Terrace,441050,"Blk 50A, Marine Terrace, Singapore 441050",6834B49032645709,20210330151704,,,,,,,,
